group,subj_idx,emotion_negative_negative,emotion_negative_positive,emotion_positive_negative,emotion_positive_positive,shape_negative_negative,shape_negative_positive,shape_positive_negative,shape_positive_positive
normal,55781652,2.3542926350945845,4.717499893269579,2.495375759409488,2.649376684827642,2.093948915725368,3.0632817338602454,2.524258967780946,3.2599999972767
normal,55850187,1.5932875765118557,5.70999999319944,2.1870862753776814,2.626687944110942,2.512555041845152,2.6175728168134933,2.643324089410284,5.195783440073711
normal,55852656,1.644834434676634,1.943110124111189,1.6800156476669803,4.183364091826935,2.254857774747808,1.5867802197740415,1.6884241449285518,4.473165308345389
normal,55854618,1.47075387578433,5.070298180634227,4.405230173485052,2.077736294881828,1.5181586463096324,1.690154873396341,2.108735748748762,0.9190179536535276
normal,55860282,4.206602980636862,5.267630626830825,3.1299890488125013,2.037761038498364,3.117696424620121,3.929999987932424,0.8360849493997026,3.7153442112587807
normal,55862633,1.4412378961442,2.709265889986127,2.96818536701629,2.6557267096375563,4.984008727137611,2.085051134240578,3.022864420791896,4.547959810729165
normal,55864604,2.450000000674338,2.3664732417249748,3.200517548304476,2.545333422525168,5.9292517211191615,5.220691333030583,3.0110678898134613,5.43999988153821
normal,55866572,2.033222993020805,4.901428014251268,4.565126540826993,5.612525975099129,1.7266879462782176,1.953483124315412,4.228983328281279,3.407669607613906
normal,55868471,1.440630897895939,3.248391497620827,2.1149402323555595,1.2736637912172233,1.669882244456527,2.9600000508201068,1.6699998982915694,1.7562046818861847
normal,55918750,5.296776023091834,1.89716545083812,2.096596814285906,3.1370761829674594,4.663061109310159,4.784790629867801,2.620338610726256,1.923307284402016
normal,55928394,2.769994477761916,3.251330741914601,4.693027927985852,3.564176705164782,2.4286279310149013,2.5965261877253494,3.78563349267358,3.096079548332803
normal,55931580,2.1683221122393457,4.136122925568047,5.1023293583687135,5.305441570112975,4.064510875724721,3.556575817037577,2.730005176753754,5.167719758569162
normal,55936390,2.445090542821111,1.2184299667211045,2.097190788999304,5.458302610180745,2.2433607617905404,1.821620260976084,2.860000217727429,1.483689417495416
normal,55938914,2.1735130464023547,2.699053641987277,4.213429341810732,4.571026132920912,3.7128728465567615,4.813804270245738,3.110313396014263,4.990000011902484
normal,55949248,1.4438167467644805,2.599490264224487,3.229999983407186,5.854160195455571,2.854233555129565,5.827614661855132,3.1197373494275533,3.598185302245185
normal,55951038,4.109999991499834,5.120000067373115,4.956082649201516,3.9162423190555047,5.633375509035812,3.882372749742908,4.767650176995436,5.045168277480878
normal,56015648,1.789365828809856,4.967388008037892,2.741196307654049,1.540685974323719,4.1999999757535775,3.858780879894261,4.623553206978896,2.479999935200056
normal,56020297,3.313281406187686,4.806128602613438,5.285794655670414,5.879999899945887,2.5832671653878854,5.051166857411902,2.766141810567419,4.949988100199788
normal,56024896,4.71685537687331,3.1054570637816497,2.7200852848080297,4.459999981265971,2.933102517223448,3.039267461349999,4.08689915851021,4.403477238330235
normal,56027303,3.2599999977389573,2.5026250126488265,4.404184925650686,4.907030444226961,1.4970631416409306,3.3059215364155032,5.70999955547059,4.2629209751736274
normal,56035722,2.6145443379208158,4.998808576303902,5.1907042133170265,3.896489543609218,3.9999999827363095,1.3006457385925518,1.7481339855406477,4.5970273563612185
normal,56040135,1.8242975045744008,2.133138207338961,4.554526724646109,4.8001848115999,5.942567468866461,2.865415254889972,2.5297446382667896,4.643078090867374
