group,subj_idx,emotion_negative_negative,emotion_negative_positive,emotion_positive_negative,emotion_positive_positive,shape_negative_negative,shape_negative_positive,shape_positive_negative,shape_positive_positive
depression,56189087,4.796194715005938,4.436645569095191,3.239410151664964,2.845775361219806,5.301702893809898,3.405181115506104,2.2799997897021416,3.515584579277134
depression,56277415,1.939885063503788,3.5310391223784587,2.540549185608812,3.0946940492803865,3.538848219164892,2.34421180477815,3.284989654666215,3.3416691894857866
depression,56279808,2.818202892446291,3.4671559058530623,1.9228710764091224,4.950691094951772,3.0483227175658185,3.2862660499512955,4.073536751592424,5.779775260387217
depression,56343776,1.5758933198346532,2.0923889840085192,2.777919146889849,2.491432578341113,4.992144518699492,2.499999924099387,3.702935057408716,2.596764684971041
depression,56346638,5.646290263440068,3.275974450409645,3.0004638814698064,2.228078699614613,5.669969898738621,5.667318380183289,4.740000001226727,4.969965749266498
depression,56352066,6.0,5.71847994575482,2.797748575788836,4.35999999648534,2.849614044309058,4.7980299149446175,4.374607826829207,5.075970198840847
depression,56354957,3.06235941923201,3.51730195628379,3.379854583518309,4.574741583742925,5.793878112934986,4.585621146753343,3.551176565279998,2.5768287232485307
depression,56358294,2.5666461970250487,4.189965504416477,4.0499815160730215,4.280897504200589,3.3573086014342395,3.689744955882417,4.5710382414449375,5.699999981602148
depression,56362338,4.608034918590217,4.027732366318911,4.93153395935289,4.690010068249012,5.100000018110942,5.776524011244009,5.687286207469722,4.989999906884656
depression,56365025,2.5399999345981583,5.01363322402488,4.067162809132564,5.798207560585333,5.3160435334228255,4.919999886520321,4.611959935962108,5.18883894476773
depression,56367536,3.744083203779866,4.880564093978675,4.429516666524119,2.197729467136109,5.200000099471631,3.6924322361188815,2.948330565661721,4.678481260893509
normal,55763117,2.8388766211532204,2.2924935662753536,3.4321481669463614,2.317374853029156,5.809999982947869,1.0663734039667951,3.813140861144137,2.2381653583874943
normal,55766121,5.723881919441661,4.790000000660651,3.9821484284875193,5.025699970653038,5.959514654506983,3.475643728895156,5.737504047267944,3.1041047943576445
normal,55768880,2.148737197658604,3.5238147607943167,4.835178891201216,4.048602365296016,5.613629403877501,4.45730386370925,5.816158868439199,5.35319048595917
normal,55774247,2.4645973548275304,3.872693857451396,5.214115216880455,4.79299334822487,2.073749015665032,2.009999946559138,3.894897413660095,2.470093281033592
normal,55776021,5.920000092347317,4.631065559214552,2.0980508832565365,5.250000170499195,4.942892084509518,4.648045148695974,5.698792115694736,2.348839327939707
normal,55777851,4.956829896490167,2.3199998934603245,2.229999981053558,5.658347745625919,4.224146667456512,2.108571600542641,2.919999868022629,1.978968046239849
normal,55779767,4.530724230632044,4.573881838960237,2.2919110685920328,1.9187767621901604,3.1825182939464685,5.856613894793468,4.451057285796865,3.886602289455546
