group,subj_idx,emotion_negative_negative,emotion_negative_positive,emotion_positive_negative,emotion_positive_positive,shape_negative_negative,shape_negative_positive,shape_positive_negative,shape_positive_positive
normal,55768880,1.6035809693704268,1.47677850772443,1.9175731265423035,1.6638762192474612,1.404792759248669,0.8116475837415572,1.593967402592957,0.9441019906413438
normal,55774247,0.9418687565521164,1.9558016491990189,0.9447549585884514,1.563292668954417,1.871774054653688,1.503885060516844,2.0,1.10677396566754
normal,55776021,1.7837451362934504,0.6354079941661179,1.0529198357348408,1.5807610636537812,1.9022798582742504,1.8507237552893576,1.22871523529784,0.9059202209815972
normal,55777851,1.7892250517042692,1.7749114681358131,1.0806784920568189,1.8266747343883296,1.961692497664647,1.141200731816321,1.7721344561435484,1.542434059489425
normal,55779767,1.6618091350524853,2.0,1.2489316899989211,1.3621398321100773,1.776243061823649,1.9443084951606209,1.2216210802138052,1.5245276706296431
normal,55781652,1.8274897409708548,1.1693460339313473,1.5332294270986162,1.6783879411753,1.2539154364126786,1.5653798761391962,1.197641657105733,1.2400345955039809
normal,55850187,1.2558044737455942,0.6535266732768387,1.7859186222337469,1.0026580042525437,1.9438144666841608,0.6590108464492253,1.4672531478485813,1.290361139360798
normal,55852656,1.747719006163111,1.619891799113856,1.6726068331735031,1.5080020119698796,1.719076507475922,1.595246174489767,1.677644018321878,1.7090953278795398
normal,55854618,1.6871880024528023,1.1859695221557305,1.4557604984335333,1.8788167139550864,1.6560685765864145,1.5777567150150138,1.866360396518052,0.8997380966957573
normal,55860282,1.748983625563287,1.6831059108241166,0.9017671046136672,1.5028163782992086,1.5855127345813438,1.838375581848952,0.7647818960530199,1.2525993580570791
normal,55862633,1.1396858341298612,1.8754985516825715,1.2293651606941425,1.9148227941095108,1.3190313447458613,1.530919726672231,0.9730467670782332,1.7449683332443515
normal,55864604,1.5238435720533667,1.8909255352193948,1.7796352627416931,1.663106435528797,1.5682200736770089,1.3570919420797372,1.8446108111061168,1.2881622211713888
normal,55866572,1.7293002434766969,1.4826650794103653,1.3904213281994542,1.5252158530880762,1.3686156278568793,1.5457572337995644,1.650237894111263,1.2046926474494994
normal,55868471,0.6478410716794996,1.193221956288799,0.860232970823693,1.2324846553934836,1.6874805953249503,1.837461087536132,1.3859556874574053,1.576720909084149
normal,55918750,1.451479195734867,1.6034081482863367,1.7293336608221193,1.6429305249336794,1.8809436790851504,1.4719106336426622,0.7303949174548103,1.5848345529440702
normal,55928394,1.082133818292118,1.0222632069037618,1.90679848689783,1.96293779998454,0.7911344709899991,1.7088507755961233,1.2732071494603467,1.909245862295364
normal,55931580,1.6957515184393204,1.7761266270422051,1.364926082921977,1.554938099843997,1.3150550952414906,1.6902961340101137,1.5634513121690643,1.608305399120566
normal,55936390,2.0,1.1628285095865551,1.3705873820328724,1.0923201641264622,1.7644559926951406,0.9221963077654476,1.326279420110124,1.7151449412637363
normal,55938914,1.2278727635670632,0.7444432348313168,1.143730164543198,1.1726765953565923,1.918081920092385,1.848707080958741,1.874900226375704,1.353948282848982
normal,55949248,0.8904206113788928,0.9231070696989347,1.6435346607267984,1.461504762414073,1.9768809577293271,1.6126716571907351,1.987477109775922,1.354574834990923
normal,55951038,1.8606025857284687,1.7074972164092483,1.4028681453086274,1.6878188564131529,1.9226953355801208,1.597170972347693,1.588715237868827,0.8305559309833728
normal,56015648,1.2625045604789022,0.9024852997460754,1.1757779684768384,1.5578918666729795,1.671980862651525,0.9698766956211308,1.9958178246673768,1.8078566700929315
normal,56020297,1.8232658176148195,1.6321652030830636,1.830560916034566,1.8330498358339309,0.6911272519298781,1.713788989431614,0.8667390407605656,1.9265290630222809
normal,56024896,1.0022026373819966,1.744751458560882,0.6319697158253024,1.2002386985400963,0.9572563793084248,1.0744798836631024,1.9276326564322488,1.69300310679149
normal,56027303,1.0417297933092546,1.051575870771056,1.8414238637030411,1.112692052534354,0.9600166469877398,1.371820917608876,1.5634015289788783,0.7041894684489125
normal,56035722,1.927350740845577,1.2753987246027725,1.5090626158071014,1.300432948531593,1.735954015682059,0.9004482375998354,1.2084596465384798,1.4233251747926
normal,56040135,1.27411827795176,1.4058098760470032,1.4493017020672625,1.3833138607787925,1.7288218391378998,1.7663147720636545,1.8824227539502292,1.7566525606528915
