subj_idx,induction,prime_valence,target_valence,v,sigma,a,x0,nondectime,n_trials,accuracy,group,error
55951038,shape,negative,negative,-7.095104865647691,1.9226953355801208,5.633375509035812,-0.26856391005488606,0.3029405418232627,22,1.0,normal,
55951038,shape,positive,positive,3.8596146016466353,0.8305559309833728,5.045168277480878,0.39623818084839096,0.20098379447265202,23,1.0,normal,
55951038,shape,positive,negative,-3.7166404883278323,1.588715237868827,4.767650176995436,-0.4588485983326888,0.354569673672611,24,1.0,normal,
55951038,shape,negative,positive,3.2413545416921825,1.597170972347693,3.8823727497429075,0.554364000722683,0.40583483481701427,25,1.0,normal,
55951038,emotion,positive,negative,-6.453256020604449,1.4028681453086274,4.956082649201516,-0.10776064323730754,0.2023680069300481,26,1.0,normal,
55951038,emotion,positive,positive,4.8963373494318105,1.6878188564131529,3.9162423190555047,0.5816281465144291,0.3369937070193663,22,1.0,normal,
55951038,emotion,negative,positive,3.1868799124623153,1.7074972164092483,5.120000067373115,0.6992608546866022,0.34323587640371966,26,1.0,normal,
55951038,emotion,negative,negative,-4.694300970699845,1.8606025857284691,4.109999991499834,-0.45756751664184053,0.2914660546942173,22,1.0,normal,
